1356985860000,1356986040000,162.150,163.150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2131
1356985800000,1356985920000,162.150,163.150,160.168,159.168,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2664
1356985860000,1356985980000,162.150,163.150,160.168,159.168,155.166,155.164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2501
1356985800000,1356986040000,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,null,null,null,null,null,null,null,null,null,null,null,null,2619
1356985800000,1356986100000,158.150,159.146,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,null,null,null,null,null,null,null,null,null,null,2661
1356985860000,1356986040000,158.150,159.146,156.160,154.160,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,null,null,null,null,null,null,null,null,2800
1356985980000,1356986100000,158.150,159.146,156.160,154.160,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,156.160,155.161,null,null,null,null,null,null,2863
1356985920000,1356986100000,158.150,159.146,156.160,154.160,152.164,150.167,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,156.160,155.161,null,null,null,null,2900
1356985800000,1356986100000,155.159,155.159,158.150,159.146,156.160,154.160,152.164,150.167,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,156.160,155.161,null,null,2928
1356985860000,1356986100000,155.159,155.159,158.150,159.146,156.160,154.160,152.167,153.167,152.164,150.167,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,156.160,155.161,2959
1356986040000,1356986100000,155.159,155.159,158.150,159.146,156.160,154.160,152.167,153.167,155.156,155.155,152.164,150.167,162.150,163.150,160.154,158.158,160.168,159.168,155.166,155.164,3004
1356985800000,1356986160000,155.159,155.159,158.150,159.146,156.160,154.160,152.167,153.167,156.154,156.156,155.156,155.155,152.164,150.167,162.150,163.150,160.154,158.158,160.168,159.168,3038
1356985860000,1356985980000,155.159,155.159,158.150,159.146,156.160,154.160,152.167,153.167,157.160,158.158,156.154,156.156,155.156,155.155,152.164,150.167,162.150,163.150,160.154,158.158,3107
1356985920000,1356986160000,162.150,163.150,160.154,158.158,155.166,155.164,156.160,154.160,156.160,155.161,154.163,153.164,185.170,185.170,158.150,159.146,160.168,159.168,155.159,155.159,3136
1356985860000,1356986160000,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,156.160,155.161,154.163,153.164,185.170,185.170,158.150,159.146,160.168,159.168,3180
1356986100000,1356986220000,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.157,154.157,156.160,155.161,154.163,153.164,185.170,185.170,158.150,159.146,3286
1356985860000,1356985980000,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.157,154.157,156.160,155.161,152.167,152.166,154.163,153.164,185.170,185.170,3368
1356985800000,1356986040000,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.157,154.157,156.160,155.161,157.151,156.154,152.167,152.166,154.163,153.164,3479
1356985980000,1356986220000,157.149,156.152,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.157,154.157,156.160,155.161,157.151,156.154,152.167,152.166,3503
1356985860000,1356986280000,157.149,156.152,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.157,154.157,156.160,155.161,157.151,156.154,156.161,154.165,3542
1356986040000,1356986280000,157.149,156.152,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.160,152.162,154.157,154.157,156.160,155.161,157.151,156.154,3571
1356986040000,1356986280000,161.151,163.149,157.149,156.152,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.160,152.162,154.157,154.157,156.160,155.161,3610
1356985920000,1356986280000,153.162,154.161,161.151,163.149,157.149,156.152,162.150,163.150,160.154,158.158,156.156,158.156,155.166,155.164,156.160,154.160,154.160,152.162,154.157,154.157,3635
1356986040000,1356986280000,163.158,163.158,156.160,155.161,154.157,154.157,157.160,158.158,159.155,160.155,155.157,156.156,154.163,153.164,156.165,156.163,154.160,152.162,160.156,161.154,3676
