1356986220000,1356985980000,307.334,1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7443
1356986220000,1356985920000,308.328,1,5.5,5.5,307.334,1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720
1356986160000,1356986100000,308.328,1,5.5,5.5,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7876
1356986160000,1356986040000,308.328,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,7969
1356986040000,1356985800000,315.302,1,5.5,5.5,308.328,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,8059
1356986280000,1356985800000,313.317,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,,,,,,,,,8102
1356986220000,1356985920000,313.317,1,5.5,5.5,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,,,,,8220
1356986280000,1356986040000,308.321,1,5.8,5.8,313.317,1,5.5,5.5,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,,,,,8317
1356986100000,1356985800000,308.321,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,311.319,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,8436
1356986100000,1356985800000,308.321,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,,,,,8546
1356986280000,1356986040000,308.321,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,307.334,1,4.1,4.1,308.317,1,4.1,4.1,8604
1356986160000,1356986100000,308.321,1,5.8,5.8,308.317,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,308.328,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,307.334,1,4.1,4.1,8702
1356986220000,1356985920000,308.321,1,5.8,5.8,308.328,1,5.8,5.8,308.317,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,307.334,1,4.1,4.1,8804
1356986220000,1356985980000,308.321,1,5.8,5.8,308.328,1,5.8,5.8,307.334,1,5.8,5.8,308.317,1,5.8,5.8,311.311,1,5.5,5.5,315.302,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,8886
1356986040000,1356985800000,315.302,1,5.8,5.8,308.321,1,5.8,5.8,308.328,1,5.8,5.8,307.334,1,5.8,5.8,308.317,1,5.8,5.8,311.311,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,371.341,1,4.1,4.1,311.319,1,4.1,4.1,9002
1356986160000,1356986040000,315.302,1,5.8,5.8,308.321,1,5.8,5.8,308.328,1,5.8,5.8,307.334,1,5.8,5.8,308.317,1,5.8,5.8,371.341,1,5.6,5.6,311.311,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,311.319,1,4.1,4.1,9095
1356986220000,1356985920000,315.302,1,5.8,5.8,308.321,1,5.8,5.8,307.334,1,5.8,5.8,308.317,1,5.8,5.8,371.341,1,5.6,5.6,311.311,1,5.5,5.5,323.309,1,5.5,5.5,313.317,1,5.5,5.5,308.328,1,4.1,4.1,311.319,1,4.1,4.1,9175
